Username,PNC,STATE,TYPE
"user_random,11124@pypl.com",1673212519062,Inactive,rights2.2
"user_random,11125@pypl.com",4967462597110,Active,rights2.1
"user_random,11126@pypl.com",6937594108938,Inactive,rights4
"user_random,11127@pypl.com",2018934056209,Active,rights2.1
"user_random,11128@pypl.com",7554925522004,Active,rights4
"user_random,11129@pypl.com",7560508447017,Inactive,rights4
"user_random,11130@pypl.com",2338824423758,Inactive,rights2.2
"user_random,11131@pypl.com",2257859968956,Inactive,rights4
"user_random,11132@pypl.com",8527418266246,Inactive,rights2.2
"user_random,11133@pypl.com",1201889700604,Inactive,rights1
"user_random,11134@pypl.com",7770403542239,Active,rights2.1
"user_random,11135@pypl.com",7907478083250,Inactive,rights2.2
"user_random,11136@pypl.com",9548643929669,Active,rights4
"user_random,11137@pypl.com",5685349437892,Active,rights3
"user_random,11138@pypl.com",9207419687275,Inactive,rights2
"user_random,11139@pypl.com",5200895582714,Active,rights2.1
"user_random,11140@pypl.com",9203408674624,Active,rights2.1
"user_random,11141@pypl.com",9211868218129,Inactive,rights4
"user_random,11142@pypl.com",5348247960746,Inactive,rights4
"user_random,11143@pypl.com",3780361097293,Inactive,rights2.1
"user_random,11144@pypl.com",2267226987349,Active,rights2
"user_random,11145@pypl.com",5798867708214,Inactive,rights4
"user_random,11146@pypl.com",1342427640642,Active,rights2
"user_random,11147@pypl.com",6178728689504,Inactive,rights3
"user_random,11148@pypl.com",4082401337154,Active,rights4
"user_random,11149@pypl.com",3746447372421,Inactive,rights1
"user_random,11150@pypl.com",9317844389913,Inactive,rights4
"user_random,11151@pypl.com",2601103526330,Active,rights3
"user_random,11152@pypl.com",4430404093999,Active,rights4
"user_random,11153@pypl.com",8230781641243,Active,rights2
"user_random,11154@pypl.com",8565727587180,Inactive,rights2
"user_random,11155@pypl.com",4893792718219,Active,rights2.2
"user_random,11156@pypl.com",5303017008699,Inactive,rights3
"user_random,11157@pypl.com",7417057132802,Active,rights3
"user_random,11158@pypl.com",3513245611546,Active,rights3
"user_random,11159@pypl.com",3416178445562,Active,rights2
"user_random,11160@pypl.com",5929722857956,Inactive,rights2
"user_random,11161@pypl.com",8830916680575,Inactive,rights3
"user_random,11162@pypl.com",2486102184976,Active,rights4
"user_random,11163@pypl.com",2253751903684,Inactive,rights4
"user_random,11164@pypl.com",8441527917149,Active,rights2.1
"user_random,11165@pypl.com",1111285507021,Inactive,rights2.1
"user_random,11166@pypl.com",7982266059195,Inactive,rights2
"user_random,11167@pypl.com",1856953577408,Active,rights4
"user_random,11168@pypl.com",2136732657141,Inactive,rights2.1
"user_random,11169@pypl.com",9578623402050,Inactive,rights2.2
"user_random,11170@pypl.com",2997155082924,Inactive,rights1
"user_random,11171@pypl.com",5189478167880,Inactive,rights2.1
"user_random,11172@pypl.com",3578774218833,Active,rights2.1
"user_random,11173@pypl.com",1564768397006,Active,rights1
"user_random,11174@pypl.com",9013838177796,Inactive,rights1
"user_random,11175@pypl.com",3354012044035,Inactive,rights2.1
"user_random,11176@pypl.com",1671919426449,Inactive,rights4
"user_random,11177@pypl.com",4679433471116,Active,rights2.2
"user_random,11178@pypl.com",9944346929293,Inactive,rights1
"user_random,11179@pypl.com",1907156453440,Inactive,rights2
"user_random,11180@pypl.com",3680658620158,Inactive,rights2
"user_random,11181@pypl.com",7757253620414,Inactive,rights2
"user_random,11182@pypl.com",4161402934648,Inactive,rights1
"user_random,11183@pypl.com",3383613598049,Active,rights2.2
"user_random,11184@pypl.com",2543754349534,Inactive,rights2.1
"user_random,11185@pypl.com",3782877597725,Active,rights2.1
"user_random,11186@pypl.com",4536187205752,Active,rights2.2
"user_random,11187@pypl.com",1714446161310,Inactive,rights2
"user_random,11188@pypl.com",7727025446946,Active,rights3
"user_random,11189@pypl.com",6319567036239,Active,rights3
"user_random,11190@pypl.com",8843465831126,Active,rights2.2
"user_random,11191@pypl.com",1371856653774,Active,rights1
"user_random,11192@pypl.com",4497929026659,Active,rights1
"user_random,11193@pypl.com",1469129076320,Active,rights4
"user_random,11194@pypl.com",9364355911126,Active,rights2.1
"user_random,11195@pypl.com",3820798640784,Inactive,rights3
"user_random,11196@pypl.com",9793276933521,Inactive,rights2.1
"user_random,11197@pypl.com",7787942758195,Active,rights2.2
"user_random,11198@pypl.com",7387695942130,Inactive,rights1
"user_random,11199@pypl.com",6041896480819,Active,rights2.1
"user_random,11200@pypl.com",9759525726584,Active,rights1
"user_random,11201@pypl.com",6094737894098,Inactive,rights2
"user_random,11202@pypl.com",2327541814829,Active,rights2
"user_random,11203@pypl.com",9598846062997,Active,rights4
"user_random,11204@pypl.com",8770228857251,Inactive,rights2.2
"user_random,11205@pypl.com",3013503949432,Active,rights2
"user_random,11206@pypl.com",4292767251823,Active,rights2.2
"user_random,11207@pypl.com",4905827512614,Active,rights2.1
"user_random,11208@pypl.com",6432616034684,Active,rights2.2
"user_random,11209@pypl.com",6520648335379,Active,rights2
"user_random,11210@pypl.com",1590824249228,Active,rights1
"user_random,11211@pypl.com",4725851164620,Active,rights2.2
"user_random,11212@pypl.com",8640141776469,Inactive,rights2
"user_random,11213@pypl.com",3322689234515,Active,rights3
"user_random,11214@pypl.com",4554023924709,Active,rights1
"user_random,11215@pypl.com",9558306190438,Inactive,rights2
"user_random,11216@pypl.com",3823658943045,Inactive,rights2.1
"user_random,11217@pypl.com",9681744115928,Active,rights2.1
"user_random,11218@pypl.com",8953378966655,Active,rights2.2
"user_random,11219@pypl.com",3159097606148,Active,rights3
"user_random,11220@pypl.com",7081119550307,Active,rights1
"user_random,11221@pypl.com",8796827157890,Active,rights2.1
"user_random,11222@pypl.com",9141112671075,Active,rights1
"user_random,11223@pypl.com",6549993743180,Inactive,rights4
"user_random,11224@pypl.com",9641154658504,Inactive,rights2
"user_random,11225@pypl.com",8121508137070,Active,rights1
"user_random,11226@pypl.com",6319962816763,Inactive,rights1
"user_random,11227@pypl.com",9603349210697,Inactive,rights2.2
"user_random,11228@pypl.com",9561616801950,Inactive,rights2.2
"user_random,11229@pypl.com",3137509402335,Inactive,rights1
"user_random,11230@pypl.com",2429222039685,Inactive,rights2.1
"user_random,11231@pypl.com",7641866849132,Active,rights2.2
"user_random,11232@pypl.com",6368408255054,Inactive,rights3
"user_random,11233@pypl.com",4219128401788,Active,rights2.2
"user_random,11234@pypl.com",1030013517027,Active,rights1
"user_random,11235@pypl.com",9251645279246,Active,rights2
"user_random,11236@pypl.com",1650075209063,Inactive,rights4
"user_random,11237@pypl.com",1377263066977,Active,rights4
"user_random,11238@pypl.com",6009404490314,Active,rights1
"user_random,11239@pypl.com",7509984053645,Active,rights1
"user_random,11240@pypl.com",8501067298042,Active,rights1
"user_random,11241@pypl.com",6778783211779,Active,rights3
"user_random,11242@pypl.com",2929261669798,Inactive,rights3
"user_random,11243@pypl.com",3883989362021,Active,rights3
"user_random,11244@pypl.com",2788973323693,Inactive,rights2.1
"user_random,11245@pypl.com",1346064051139,Active,rights2.1
"user_random,11246@pypl.com",3826036294638,Inactive,rights2.2
"user_random,11247@pypl.com",1882029119510,Inactive,rights4
"user_random,11248@pypl.com",9273758889495,Active,rights3
"user_random,11249@pypl.com",4105073175759,Inactive,rights2.1
"user_random,11250@pypl.com",4355839216356,Inactive,rights2.1
"user_random,11251@pypl.com",2968408886315,Inactive,rights1
"user_random,11252@pypl.com",4482173508400,Inactive,rights4
"user_random,11253@pypl.com",4210665169331,Inactive,rights2.1
"user_random,11254@pypl.com",9184292204192,Inactive,rights2
"user_random,11255@pypl.com",7264662411133,Active,rights3
"user_random,11256@pypl.com",1000337763527,Active,rights1
"user_random,11257@pypl.com",7654796188811,Inactive,rights3
"user_random,11258@pypl.com",6170074715532,Inactive,rights1
"user_random,11259@pypl.com",3183847637900,Active,rights2
"user_random,11260@pypl.com",7735174413089,Inactive,rights4
"user_random,11261@pypl.com",3014873474327,Inactive,rights4
"user_random,11262@pypl.com",4966606883143,Active,rights4
"user_random,11263@pypl.com",6202374076375,Active,rights3
"user_random,11264@pypl.com",2035737757534,Active,rights4
"user_random,11265@pypl.com",9930951234322,Active,rights2.2
"user_random,11266@pypl.com",9488457814993,Inactive,rights3
"user_random,11267@pypl.com",8921232279031,Inactive,rights2
"user_random,11268@pypl.com",6640112069257,Active,rights4
"user_random,11269@pypl.com",1278824719105,Inactive,rights3
"user_random,11270@pypl.com",2193598384896,Inactive,rights2.1
"user_random,11271@pypl.com",1935429039774,Active,rights2
"user_random,11272@pypl.com",4087167053122,Inactive,rights2
"user_random,11273@pypl.com",8606369274489,Active,rights4
"user_random,11274@pypl.com",8001124059525,Inactive,rights1
"user_random,11275@pypl.com",9228349380804,Active,rights3
"user_random,11276@pypl.com",3389621014203,Inactive,rights2.2
"user_random,11277@pypl.com",1049357280304,Inactive,rights2.2
"user_random,11278@pypl.com",9014322608281,Inactive,rights2.1
"user_random,11279@pypl.com",3714649874223,Active,rights2.2
"user_random,11280@pypl.com",2764759921329,Active,rights1
"user_random,11281@pypl.com",5812976261196,Active,rights2
"user_random,11282@pypl.com",7721717845182,Active,rights2.2
"user_random,11283@pypl.com",8160172865383,Inactive,rights2.2
"user_random,11284@pypl.com",1799359366177,Inactive,rights3
"user_random,11285@pypl.com",1047004528714,Active,rights1
"user_random,11286@pypl.com",2541887242487,Inactive,rights1
"user_random,11287@pypl.com",2974589349840,Inactive,rights2.2
"user_random,11288@pypl.com",2141894923998,Active,rights2.2
"user_random,11289@pypl.com",3757786005185,Inactive,rights2.1
"user_random,11290@pypl.com",8865562810691,Inactive,rights2
"user_random,11291@pypl.com",7229443907706,Active,rights4
"user_random,11292@pypl.com",7503805086435,Inactive,rights2.2
"user_random,11293@pypl.com",6582346659117,Active,rights4
"user_random,11294@pypl.com",7765352590557,Active,rights2.1
"user_random,11295@pypl.com",8382821920042,Inactive,rights4
"user_random,11296@pypl.com",2815635061545,Active,rights1
"user_random,11297@pypl.com",7777006984788,Inactive,rights2
"user_random,11298@pypl.com",9029402353523,Active,rights4
"user_random,11299@pypl.com",1372583894577,Inactive,rights2.1
"user_random,11300@pypl.com",1939431078340,Active,rights4
"user_random,11301@pypl.com",8762049190280,Inactive,rights2.2
"user_random,11302@pypl.com",5153422830293,Inactive,rights2.2
"user_random,11303@pypl.com",3391987302495,Active,rights3
"user_random,11304@pypl.com",2533673051806,Active,rights4
"user_random,11305@pypl.com",5014028507400,Inactive,rights3
"user_random,11306@pypl.com",4049282215113,Active,rights2.1
"user_random,11307@pypl.com",4721617086545,Active,rights2.1
"user_random,11308@pypl.com",1551682531058,Active,rights4
"user_random,11309@pypl.com",8323751456684,Active,rights2.2
"user_random,11310@pypl.com",1124142129675,Inactive,rights2.2
"user_random,11311@pypl.com",3486138792013,Active,rights2.2
"user_random,11312@pypl.com",1358489196266,Active,rights4
"user_random,11313@pypl.com",9813378912135,Active,rights2
"user_random,11314@pypl.com",8612362510731,Inactive,rights4
"user_random,11315@pypl.com",4686794532859,Active,rights2.2
"user_random,11316@pypl.com",6945197023711,Active,rights2.2
"user_random,11317@pypl.com",4149426589872,Active,rights2.1
"user_random,11318@pypl.com",8606477857284,Active,rights1
"user_random,11319@pypl.com",2699664749263,Inactive,rights2
"user_random,11320@pypl.com",6617803764526,Inactive,rights1
"user_random,11321@pypl.com",9336808078718,Active,rights2.1
"user_random,11322@pypl.com",6546873462460,Active,rights2.2
"user_random,11323@pypl.com",5959727468161,Inactive,rights2.1
"user_random,11324@pypl.com",9562507877704,Inactive,rights1
"user_random,11325@pypl.com",8382396381082,Inactive,rights3
"user_random,11326@pypl.com",6942499475128,Active,rights2.2
"user_random,11327@pypl.com",6663735194767,Active,rights2.2
"user_random,11328@pypl.com",1270446377021,Inactive,rights1
"user_random,11329@pypl.com",2158344684891,Inactive,rights2.1
"user_random,11330@pypl.com",8080339773025,Inactive,rights3
"user_random,11331@pypl.com",5807378783632,Active,rights4
"user_random,11332@pypl.com",1831718631636,Active,rights2.1
"user_random,11333@pypl.com",8537098988423,Inactive,rights3
"user_random,11334@pypl.com",9307957022986,Active,rights2
"user_random,11335@pypl.com",4642935888976,Inactive,rights2
"user_random,11336@pypl.com",2616734941742,Active,rights4
"user_random,11337@pypl.com",5525082289159,Inactive,rights3
"user_random,11338@pypl.com",4690844073825,Active,rights2.1
"user_random,11339@pypl.com",2910498625026,Active,rights4
"user_random,11340@pypl.com",3947957185865,Active,rights2.2
"user_random,11341@pypl.com",7600423247094,Inactive,rights2
"user_random,11342@pypl.com",4768566090735,Inactive,rights2
"user_random,11343@pypl.com",5433033078863,Inactive,rights3
"user_random,11344@pypl.com",4962516923594,Inactive,rights2
"user_random,11345@pypl.com",5394926485966,Active,rights2.2
"user_random,11346@pypl.com",5150159640688,Active,rights2
"user_random,11347@pypl.com",6876135745093,Active,rights2.2
"user_random,11348@pypl.com",7210357357714,Inactive,rights2.1
"user_random,11349@pypl.com",6234851494903,Active,rights3
"user_random,11350@pypl.com",2805233473308,Inactive,rights2.1
"user_random,11351@pypl.com",4343517753842,Inactive,rights2.1
"user_random,11352@pypl.com",2608476992843,Active,rights2.2
"user_random,11353@pypl.com",9714446022632,Inactive,rights2.1
"user_random,11354@pypl.com",2215841580020,Inactive,rights3
"user_random,11355@pypl.com",2214521175784,Active,rights2
"user_random,11356@pypl.com",2104624319621,Inactive,rights2.1
"user_random,11357@pypl.com",3307512855186,Inactive,rights4
"user_random,11358@pypl.com",1440049729241,Active,rights4
"user_random,11359@pypl.com",9469101395825,Active,rights3
"user_random,11360@pypl.com",1449236914511,Inactive,rights2
"user_random,11361@pypl.com",7433801761020,Inactive,rights2.2
"user_random,11362@pypl.com",5743566264575,Active,rights2.1
"user_random,11363@pypl.com",9538017504868,Active,rights2
"user_random,11364@pypl.com",6560995909202,Active,rights2.2
"user_random,11365@pypl.com",9322327245311,Active,rights2
"user_random,11366@pypl.com",7054758296943,Active,rights1
"user_random,11367@pypl.com",7669215731985,Inactive,rights2
"user_random,11368@pypl.com",2040959303423,Inactive,rights2.2
"user_random,11369@pypl.com",3348078366231,Inactive,rights2.1
"user_random,11370@pypl.com",5469107704286,Inactive,rights1
"user_random,11371@pypl.com",4870022736364,Active,rights2.1
"user_random,11372@pypl.com",1274672836302,Inactive,rights2.1
"user_random,11373@pypl.com",5949408189172,Inactive,rights2.1
"user_random,11374@pypl.com",1813431338700,Inactive,rights2.1
"user_random,11375@pypl.com",6657737237559,Inactive,rights1
"user_random,11376@pypl.com",4466278021297,Inactive,rights2.2
"user_random,11377@pypl.com",9614791700688,Active,rights3
"user_random,11378@pypl.com",8516161563077,Inactive,rights3
"user_random,11379@pypl.com",7061966578183,Inactive,rights2.1
"user_random,11380@pypl.com",4138117721452,Inactive,rights2.2
"user_random,11381@pypl.com",1939611940562,Active,rights3
"user_random,11382@pypl.com",3643304758208,Inactive,rights4
"user_random,11383@pypl.com",9803153750010,Active,rights2
"user_random,11384@pypl.com",5219642371883,Inactive,rights4
"user_random,11385@pypl.com",3091729822892,Inactive,rights2.1
"user_random,11386@pypl.com",4923041399090,Active,rights3
"user_random,11387@pypl.com",9546356858539,Inactive,rights1
"user_random,11388@pypl.com",6604417221322,Inactive,rights2.2
"user_random,11389@pypl.com",3661064396573,Inactive,rights2.1
"user_random,11390@pypl.com",1471746313098,Inactive,rights2.1
"user_random,11391@pypl.com",1377855289539,Active,rights2.1
"user_random,11392@pypl.com",6393144528411,Active,rights3
"user_random,11393@pypl.com",4178899847670,Inactive,rights2.1
"user_random,11394@pypl.com",4083368773099,Active,rights2.1
"user_random,11395@pypl.com",5730703050227,Inactive,rights2
"user_random,11396@pypl.com",1455336971776,Active,rights2.1
"user_random,11397@pypl.com",7758618064487,Inactive,rights2.2
"user_random,11398@pypl.com",5793036199822,Inactive,rights2.1
"user_random,11399@pypl.com",7584936924313,Inactive,rights2.1
"user_random,11400@pypl.com",7960868732313,Inactive,rights2
"user_random,11401@pypl.com",6749549432733,Inactive,rights2.1
"user_random,11402@pypl.com",9563739600083,Inactive,rights2.1
"user_random,11403@pypl.com",9442913810119,Active,rights2
"user_random,11404@pypl.com",9374405482555,Inactive,rights4
"user_random,11405@pypl.com",2062234306956,Active,rights2.1
"user_random,11406@pypl.com",7315042770410,Active,rights1
"user_random,11407@pypl.com",8236143869699,Inactive,rights1
"user_random,11408@pypl.com",8935961451923,Inactive,rights2.1
"user_random,11409@pypl.com",3657982985952,Inactive,rights2.1
"user_random,11410@pypl.com",1565428152658,Inactive,rights1
"user_random,11411@pypl.com",9352504593278,Inactive,rights3
"user_random,11412@pypl.com",2438047203551,Active,rights4
"user_random,11413@pypl.com",6847797270859,Active,rights1
"user_random,11414@pypl.com",3837993458492,Inactive,rights2.2
"user_random,11415@pypl.com",9337114340810,Inactive,rights1
"user_random,11416@pypl.com",3843886924214,Inactive,rights4
"user_random,11417@pypl.com",3452281204664,Active,rights2
"user_random,11418@pypl.com",8408123530581,Active,rights4
"user_random,11419@pypl.com",8039045522463,Active,rights2
"user_random,11420@pypl.com",8214354422390,Inactive,rights2.2
"user_random,11421@pypl.com",3036144571177,Inactive,rights3
"user_random,11422@pypl.com",5160002028588,Active,rights4
"user_random,11423@pypl.com",6268265185656,Active,rights1
"user_random,11424@pypl.com",9129664347856,Inactive,rights1
"user_random,11425@pypl.com",9204554091227,Active,rights3
"user_random,11426@pypl.com",7682363185791,Active,rights2.2
"user_random,11427@pypl.com",6853444784098,Active,rights1
"user_random,11428@pypl.com",2710873405464,Inactive,rights1
"user_random,11429@pypl.com",4479634856508,Inactive,rights4
"user_random,11430@pypl.com",7791079352126,Inactive,rights4
"user_random,11431@pypl.com",8957866844317,Active,rights2.1
"user_random,11432@pypl.com",1989776815671,Active,rights3
"user_random,11433@pypl.com",8879854368924,Active,rights1
"user_random,11434@pypl.com",9119007691726,Inactive,rights2
"user_random,11435@pypl.com",6754264497358,Inactive,rights1
"user_random,11436@pypl.com",5928175649178,Active,rights2.2
"user_random,11437@pypl.com",3527026830623,Active,rights1
"user_random,11438@pypl.com",6005786168689,Active,rights2.2
"user_random,11439@pypl.com",7964469631759,Active,rights3
"user_random,11440@pypl.com",2588721494953,Active,rights1
"user_random,11441@pypl.com",2363064449083,Active,rights2.1
"user_random,11442@pypl.com",1028662025106,Active,rights3
"user_random,11443@pypl.com",8140471307570,Active,rights3
"user_random,11444@pypl.com",2158471935609,Inactive,rights3
"user_random,11445@pypl.com",8971458427144,Inactive,rights3
"user_random,11446@pypl.com",1256443623198,Inactive,rights3
"user_random,11447@pypl.com",7126765702267,Inactive,rights2.1
"user_random,11448@pypl.com",9140107143667,Active,rights2.1
"user_random,11449@pypl.com",6036396978511,Active,rights2.1
"user_random,11450@pypl.com",8646499551411,Active,rights2
"user_random,11451@pypl.com",3497146064759,Active,rights1
"user_random,11452@pypl.com",7026961363681,Active,rights3
"user_random,11453@pypl.com",3054581451293,Inactive,rights3
"user_random,11454@pypl.com",7567951503580,Active,rights2.1
"user_random,11455@pypl.com",1672987459393,Active,rights2
"user_random,11456@pypl.com",1332108181198,Active,rights2.2
"user_random,11457@pypl.com",7291447791723,Inactive,rights2.2
"user_random,11458@pypl.com",2557956398704,Active,rights4
"user_random,11459@pypl.com",8954726744067,Active,rights2.1
"user_random,11460@pypl.com",1666237237551,Inactive,rights2.1
"user_random,11461@pypl.com",2072642961541,Active,rights3
"user_random,11462@pypl.com",1050869864684,Active,rights4
"user_random,11463@pypl.com",7473164007520,Inactive,rights2
"user_random,11464@pypl.com",2148543449997,Active,rights2.1
"user_random,11465@pypl.com",4886662287437,Inactive,rights1
"user_random,11466@pypl.com",9881041027402,Inactive,rights2
"user_random,11467@pypl.com",5673075000801,Inactive,rights2
"user_random,11468@pypl.com",6272095316686,Active,rights2
"user_random,11469@pypl.com",2745021631886,Inactive,rights2
"user_random,11470@pypl.com",3083286351476,Inactive,rights2.1
"user_random,11471@pypl.com",2849318929366,Inactive,rights2.2
"user_random,11472@pypl.com",1086795401761,Active,rights2.2
"user_random,11473@pypl.com",3253357694617,Active,rights3
"user_random,11474@pypl.com",7542052017730,Inactive,rights2
"user_random,11475@pypl.com",9011328661790,Active,rights2.2
"user_random,11476@pypl.com",3317694307866,Active,rights4
"user_random,11477@pypl.com",5556161838125,Active,rights2.1
"user_random,11478@pypl.com",4358763383041,Active,rights3
"user_random,11479@pypl.com",6070107402370,Inactive,rights2
"user_random,11480@pypl.com",7617624507527,Inactive,rights2
"user_random,11481@pypl.com",8847579670277,Active,rights2
"user_random,11482@pypl.com",6077341570584,Inactive,rights4
"user_random,11483@pypl.com",8220613884919,Active,rights2.2
"user_random,11484@pypl.com",3876032806620,Active,rights2.2
"user_random,11485@pypl.com",4295462334216,Inactive,rights1
"user_random,11486@pypl.com",9635206043417,Active,rights3
"user_random,11487@pypl.com",2129579383715,Active,rights2.1
"user_random,11488@pypl.com",5273239060470,Active,rights2
"user_random,11489@pypl.com",4562567793795,Active,rights2.2
"user_random,11490@pypl.com",7712272099872,Inactive,rights1
"user_random,11491@pypl.com",6425211835294,Active,rights2.2
"user_random,11492@pypl.com",2917746842207,Inactive,rights3
"user_random,11493@pypl.com",3104973085376,Active,rights2
"user_random,11494@pypl.com",1865495271390,Active,rights4
"user_random,11495@pypl.com",9790925269155,Active,rights1
"user_random,11496@pypl.com",4134383489576,Active,rights2
"user_random,11497@pypl.com",5922519293082,Active,rights4
"user_random,11498@pypl.com",4393778556258,Inactive,rights3
"user_random,11499@pypl.com",5251773148292,Inactive,rights3
"user_random,11500@pypl.com",7027686171489,Active,rights2
"user_random,11501@pypl.com",2047752558051,Inactive,rights1
"user_random,11502@pypl.com",9688172695831,Active,rights2.2
"user_random,11503@pypl.com",2626006752793,Inactive,rights2
"user_random,11504@pypl.com",1943934643065,Inactive,rights2
"user_random,11505@pypl.com",2582232443218,Active,rights2
"user_random,11506@pypl.com",4011565599927,Active,rights1
"user_random,11507@pypl.com",8843466927050,Active,rights4
"user_random,11508@pypl.com",6185323409850,Inactive,rights2.2
"user_random,11509@pypl.com",2642116694908,Active,rights2
"user_random,11510@pypl.com",3931032864195,Inactive,rights2.2
"user_random,11511@pypl.com",3687241616429,Inactive,rights2.1
"user_random,11512@pypl.com",4370624731613,Active,rights1
"user_random,11513@pypl.com",7541003859360,Active,rights4
"user_random,11514@pypl.com",6821973211343,Inactive,rights4
"user_random,11515@pypl.com",8616211385633,Active,rights2
"user_random,11516@pypl.com",2429978119232,Inactive,rights2.2
"user_random,11517@pypl.com",8727827373258,Inactive,rights4
"user_random,11518@pypl.com",1162853853436,Inactive,rights2.1
"user_random,11519@pypl.com",5163694091094,Active,rights2.2
"user_random,11520@pypl.com",7724072647391,Inactive,rights4
"user_random,11521@pypl.com",9051761767422,Active,rights2
"user_random,11522@pypl.com",1920228578282,Active,rights2.1
"user_random,11523@pypl.com",2962747625239,Inactive,rights2
"user_random,11524@pypl.com",6782359530912,Inactive,rights2.2
"user_random,11525@pypl.com",8694296844553,Inactive,rights2.1
"user_random,11526@pypl.com",6029984017133,Inactive,rights4
"user_random,11527@pypl.com",5936866576626,Inactive,rights1
"user_random,11528@pypl.com",8540266994770,Inactive,rights3
"user_random,11529@pypl.com",9537991685177,Inactive,rights4
"user_random,11530@pypl.com",5934035359931,Inactive,rights1
"user_random,11531@pypl.com",6497883443879,Inactive,rights2.2
"user_random,11532@pypl.com",2408628449501,Active,rights2.2
"user_random,11533@pypl.com",7628185903149,Inactive,rights1
"user_random,11534@pypl.com",3147893366428,Active,rights1
"user_random,11535@pypl.com",5958811946245,Active,rights2.2
"user_random,11536@pypl.com",6871829265662,Active,rights4
"user_random,11537@pypl.com",6097149269070,Active,rights3
"user_random,11538@pypl.com",8860179770210,Active,rights2
"user_random,11539@pypl.com",7667461106373,Active,rights3
"user_random,11540@pypl.com",5821171060079,Inactive,rights2.2
"user_random,11541@pypl.com",3454596027252,Inactive,rights2.2
"user_random,11542@pypl.com",5404714850751,Inactive,rights1
"user_random,11543@pypl.com",7207804625274,Inactive,rights2.1
"user_random,11544@pypl.com",5227561016610,Inactive,rights2.2
"user_random,11545@pypl.com",2178003737744,Inactive,rights2
"user_random,11546@pypl.com",2763035195975,Active,rights2
"user_random,11547@pypl.com",7341383583138,Inactive,rights2
"user_random,11548@pypl.com",4780832100024,Inactive,rights4
"user_random,11549@pypl.com",7879325102619,Active,rights4
"user_random,11550@pypl.com",7504252094797,Active,rights2
"user_random,11551@pypl.com",9087192914856,Active,rights2.2
"user_random,11552@pypl.com",4094969996111,Active,rights2.2
"user_random,11553@pypl.com",3086917559194,Active,rights2.2
"user_random,11554@pypl.com",9849951688546,Active,rights4
"user_random,11555@pypl.com",9386699342114,Inactive,rights3
"user_random,11556@pypl.com",5062357838317,Active,rights3
"user_random,11557@pypl.com",3080853100774,Active,rights1
"user_random,11558@pypl.com",7669276860166,Active,rights2.1
"user_random,11559@pypl.com",8915955243972,Active,rights1
"user_random,11560@pypl.com",8645395729195,Active,rights4
"user_random,11561@pypl.com",2111265801420,Inactive,rights3
"user_random,11562@pypl.com",1922885939047,Inactive,rights3
"user_random,11563@pypl.com",9168393872132,Active,rights2.2
"user_random,11564@pypl.com",4147045261334,Active,rights4
"user_random,11565@pypl.com",9483334404759,Active,rights2
"user_random,11566@pypl.com",2943602104354,Active,rights2.2
"user_random,11567@pypl.com",4805422029472,Active,rights3
"user_random,11568@pypl.com",6940317179207,Active,rights1
"user_random,11569@pypl.com",7780928593546,Inactive,rights1
"user_random,11570@pypl.com",4920743593855,Inactive,rights1
"user_random,11571@pypl.com",9470731775961,Active,rights4
"user_random,11572@pypl.com",7138459950329,Inactive,rights2.1
"user_random,11573@pypl.com",9378077399798,Inactive,rights4
"user_random,11574@pypl.com",1471401842668,Inactive,rights2.1
"user_random,11575@pypl.com",8691325135674,Inactive,rights1
"user_random,11576@pypl.com",3903143364080,Inactive,rights2.2
"user_random,11577@pypl.com",1094704495507,Active,rights2.1
"user_random,11578@pypl.com",6510699625984,Inactive,rights2
"user_random,11579@pypl.com",6278434742898,Active,rights3
"user_random,11580@pypl.com",7973313991842,Active,rights2.2
"user_random,11581@pypl.com",3020059709093,Inactive,rights2.1
"user_random,11582@pypl.com",9137579287842,Inactive,rights1
"user_random,11583@pypl.com",8569845219530,Active,rights3
"user_random,11584@pypl.com",1890118625061,Inactive,rights1
"user_random,11585@pypl.com",6844812663280,Inactive,rights4
"user_random,11586@pypl.com",6421286547822,Inactive,rights1
"user_random,11587@pypl.com",2736029380426,Active,rights1
"user_random,11588@pypl.com",5425522183866,Inactive,rights1
"user_random,11589@pypl.com",6674206722898,Active,rights1
"user_random,11590@pypl.com",2572245450743,Active,rights2
"user_random,11591@pypl.com",9601783261445,Active,rights2.1
"user_random,11592@pypl.com",6170883752025,Active,rights2
"user_random,11593@pypl.com",7807472436977,Active,rights4
"user_random,11594@pypl.com",9912165620705,Inactive,rights4
"user_random,11595@pypl.com",7741632114234,Inactive,rights2
"user_random,11596@pypl.com",6335822237619,Active,rights2.1
"user_random,11597@pypl.com",8167166715910,Inactive,rights4
"user_random,11598@pypl.com",8845206691686,Inactive,rights2.1
"user_random,11599@pypl.com",8223926763843,Active,rights2.2
"user_random,11600@pypl.com",9051404702771,Inactive,rights1
"user_random,11601@pypl.com",1509423405653,Inactive,rights2.1
"user_random,11602@pypl.com",9085572315819,Active,rights1
"user_random,11603@pypl.com",7659819137379,Active,rights2.2
"user_random,11604@pypl.com",5113872629819,Active,rights2.2
"user_random,11605@pypl.com",6264138518233,Active,rights2
"user_random,11606@pypl.com",6378709738823,Inactive,rights1
"user_random,11607@pypl.com",2101828400624,Active,rights2.1
"user_random,11608@pypl.com",4037353790010,Active,rights1
"user_random,11609@pypl.com",7613227237110,Inactive,rights2.1
